Date,Price,Open,High,Low,Vol.,Change %
2012-04-12,"1,387.57","1,368.77","1,388.13","1,368.77",-,0.0138
2012-04-11,"1,368.71","1,358.98","1,374.71","1,358.98",-,0.0074
2012-04-10,"1,358.59","1,382.18","1,383.01","1,357.38",-,-0.0171
2012-04-09,"1,382.20","1,397.45","1,397.45","1,378.24",-,-0.0114
2012-04-05,"1,398.08","1,398.79","1,401.60","1,392.92",-,-0.0006
2012-04-04,"1,398.96","1,413.09","1,413.09","1,394.09",-,-0.0102
2012-04-03,"1,413.38","1,418.98","1,419.00","1,404.62",-,-0.004
2012-04-02,"1,419.04","1,408.47","1,422.38","1,404.46",-,0.0075
2012-03-30,"1,408.47","1,403.31","1,410.89","1,401.42",-,0.0037
2012-03-29,"1,403.28","1,405.39","1,405.39","1,391.56",-,-0.0016
2012-03-28,"1,405.54","1,412.52","1,413.65","1,397.20",-,-0.0049
2012-03-27,"1,412.52","1,416.55","1,419.15","1,411.95",-,-0.0028
2012-03-26,"1,416.51","1,397.11","1,416.58","1,397.11",-,0.0139
2012-03-23,"1,397.11","1,392.78","1,399.18","1,386.87",-,0.0031
2012-03-22,"1,392.78","1,402.89","1,402.89","1,388.73",-,-0.0072
2012-03-21,"1,402.89","1,405.52","1,407.75","1,400.64",-,-0.0019
2012-03-20,"1,405.52","1,409.59","1,409.59","1,397.68",-,-0.003
2012-03-19,"1,409.75","1,404.17","1,414.00","1,402.43",-,0.004
2012-03-16,"1,404.17","1,402.55","1,405.88","1,401.47",-,0.0011
2012-03-15,"1,402.60","1,394.17","1,402.63","1,392.78",-,0.006
2012-03-14,"1,394.28","1,395.95","1,399.42","1,389.97",-,-0.0012
2012-03-13,"1,395.95","1,371.92","1,396.13","1,371.92",-,0.0181
2012-03-12,"1,371.09","1,370.78","1,373.04","1,366.69",-,0.0002
2012-03-09,"1,370.87","1,365.97","1,374.76","1,365.97",-,0.0036
2012-03-08,"1,365.91","1,352.65","1,368.72","1,352.65",-,0.0098
2012-03-07,"1,352.63","1,343.39","1,354.85","1,343.39",-,0.0069
2012-03-06,"1,343.36","1,363.63","1,363.63","1,340.03",-,-0.0154
2012-03-05,"1,364.33","1,369.59","1,369.59","1,359.13",-,-0.0039
2012-03-02,"1,369.63","1,374.09","1,374.53","1,366.42",-,-0.0032
2012-03-01,"1,374.09","1,365.90","1,376.17","1,365.90",-,0.0062
2012-02-29,"1,365.68","1,372.20","1,378.04","1,363.81",-,-0.0047
2012-02-28,"1,372.18","1,367.56","1,373.09","1,365.97",-,0.0034
2012-02-27,"1,367.59","1,365.20","1,371.94","1,354.92",-,0.0014
2012-02-24,"1,365.74","1,363.46","1,368.92","1,363.46",-,0.0017
2012-02-23,"1,363.46","1,357.53","1,364.24","1,352.28",-,0.0043
2012-02-22,"1,357.66","1,362.11","1,362.70","1,355.53",-,-0.0033
2012-02-21,"1,362.21","1,361.22","1,367.76","1,358.11",-,0.0007
2012-02-17,"1,361.23","1,358.06","1,363.40","1,357.24",-,0.0023
2012-02-16,"1,358.04","1,342.61","1,359.02","1,341.22",-,0.011
2012-02-15,"1,343.23","1,350.52","1,355.87","1,340.80",-,-0.0054
2012-02-14,"1,350.50","1,351.30","1,351.30","1,340.83",-,-0.0009
2012-02-13,"1,351.77","1,343.06","1,353.35","1,343.06",-,0.0068
2012-02-10,"1,342.64","1,351.21","1,351.21","1,337.35",-,-0.0069
2012-02-09,"1,351.95","1,349.97","1,354.32","1,344.63",-,0.0015
2012-02-08,"1,349.96","1,347.04","1,351.00","1,341.95",-,0.0022
2012-02-07,"1,347.05","1,344.33","1,349.24","1,335.92",-,0.002
2012-02-06,"1,344.33","1,344.32","1,344.36","1,337.52",-,-0.0004
2012-02-03,"1,344.90","1,326.21","1,345.34","1,326.21",-,0.0146
2012-02-02,"1,325.54","1,324.24","1,329.19","1,321.57",-,0.0011
2012-02-01,"1,324.09","1,312.45","1,330.52","1,312.45",-,0.0089
2012-01-31,"1,312.41","1,313.53","1,321.41","1,306.69",-,-0.0005
2012-01-30,"1,313.01","1,316.16","1,316.16","1,300.49",-,-0.0025
2012-01-27,"1,316.33","1,318.25","1,320.06","1,311.72",-,-0.0016
2012-01-26,"1,318.43","1,326.28","1,333.47","1,313.60",-,-0.0057
2012-01-25,"1,326.05","1,314.40","1,328.30","1,307.65",-,0.0087
2012-01-24,"1,314.65","1,315.96","1,315.96","1,306.06",-,-0.001
2012-01-23,"1,316.00","1,315.29","1,322.28","1,309.89",-,0.0005
2012-01-20,"1,315.38","1,314.49","1,315.38","1,309.17",-,0.0007
2012-01-19,"1,314.50","1,308.07","1,315.49","1,308.07",-,0.0049
2012-01-18,"1,308.04","1,293.65","1,308.11","1,290.99",-,0.0111
2012-01-17,"1,293.67","1,290.22","1,303.00","1,290.22",-,0.0036
2012-01-13,"1,289.09","1,294.82","1,294.82","1,277.58",-,-0.0049
2012-01-12,"1,295.50","1,292.48","1,296.82","1,285.77",-,0.0023
2012-01-11,"1,292.48","1,292.02","1,293.80","1,285.41",-,0.0003
2012-01-10,"1,292.08","1,280.77","1,296.46","1,280.77",-,0.0089
2012-01-09,"1,280.70","1,277.83","1,281.99","1,274.55",-,0.0023
2012-01-06,"1,277.81","1,280.93","1,281.84","1,273.34",-,-0.0025
2012-01-05,"1,281.06","1,277.30","1,283.05","1,265.26",-,0.0029
2012-01-04,"1,277.30","1,277.03","1,278.73","1,268.10",-,0.0002
2012-01-03,"1,277.06","1,258.86","1,284.62","1,258.86",-,0.0155
2011-12-30,"1,257.60","1,262.82","1,264.12","1,257.46",-,-0.0043
2011-12-29,"1,263.02","1,249.75","1,263.54","1,249.75",-,0.0107
2011-12-28,"1,249.64","1,265.38","1,265.85","1,248.64",-,-0.0125
2011-12-27,"1,265.43","1,265.02","1,269.37","1,262.30",-,0.0001
2011-12-23,"1,265.33","1,254.00","1,265.42","1,254.00",-,0.009
2011-12-22,"1,254.00","1,243.72","1,255.22","1,243.72",-,0.0083
2011-12-21,"1,243.72","1,241.25","1,245.09","1,229.51",-,0.0019
2011-12-20,"1,241.30","1,205.72","1,242.82","1,205.72",-,0.0298
2011-12-19,"1,205.35","1,219.74","1,224.57","1,202.37",-,-0.0117
2011-12-16,"1,219.66","1,216.09","1,231.04","1,215.20",-,0.0032
2011-12-15,"1,215.75","1,212.12","1,225.60","1,212.12",-,0.0032
2011-12-14,"1,211.82","1,225.73","1,225.73","1,209.47",-,-0.0113
2011-12-13,"1,225.73","1,236.83","1,249.86","1,219.43",-,-0.0087
2011-12-12,"1,236.47","1,255.05","1,255.05","1,227.25",-,-0.0149
2011-12-09,"1,255.19","1,234.48","1,258.25","1,234.48",-,0.0169
2011-12-08,"1,234.35","1,260.87","1,260.87","1,231.47",-,-0.0211
2011-12-07,"1,261.01","1,258.14","1,267.06","1,244.80",-,0.002
2011-12-06,"1,258.47","1,257.19","1,266.03","1,253.03",-,0.0011
2011-12-05,"1,257.08","1,244.33","1,266.73","1,244.33",-,0.0103
2011-12-02,"1,244.28","1,246.03","1,260.08","1,243.35",-,-0.0002
2011-12-01,"1,244.58","1,246.91","1,251.09","1,239.73",-,-0.0019
2011-11-30,"1,246.96","1,196.72","1,247.11","1,196.72",-,0.0433
2011-11-29,"1,195.19","1,192.56","1,203.67","1,191.80",-,0.0022
2011-11-28,"1,192.55","1,158.67","1,197.35","1,158.67",-,0.0292
2011-11-25,"1,158.67","1,161.41","1,172.66","1,158.66",-,-0.0027
2011-11-23,"1,161.79","1,187.48","1,187.48","1,161.79",-,-0.0221
2011-11-22,"1,188.04","1,192.98","1,196.81","1,181.65",-,-0.0041
2011-11-21,"1,192.98","1,215.62","1,215.62","1,183.16",-,-0.0186
2011-11-18,"1,215.65","1,216.19","1,223.51","1,211.36",-,-0.0004
2011-11-17,"1,216.13","1,236.56","1,237.73","1,209.43",-,-0.0168
2011-11-16,"1,236.91","1,257.81","1,259.61","1,235.67",-,-0.0166
2011-11-15,"1,257.81","1,251.70","1,264.25","1,244.34",-,0.0048
2011-11-14,"1,251.78","1,263.85","1,263.85","1,246.68",-,-0.0096
2011-11-11,"1,263.85","1,240.12","1,266.98","1,240.12",-,0.0195
2011-11-10,"1,239.69","1,229.59","1,246.22","1,227.70",-,0.0086
2011-11-09,"1,229.10","1,275.18","1,275.18","1,226.64",-,-0.0367
2011-11-08,"1,275.92","1,261.12","1,277.55","1,254.99",-,0.0117
2011-11-07,"1,261.12","1,253.21","1,261.70","1,240.75",-,0.0063
2011-11-04,"1,253.23","1,260.82","1,260.82","1,238.92",-,-0.0063
2011-11-03,"1,261.15","1,238.25","1,263.21","1,234.81",-,0.0188
2011-11-02,"1,237.90","1,219.62","1,242.48","1,219.62",-,0.0161
2011-11-01,"1,218.28","1,251.00","1,251.00","1,215.42",-,-0.0279
2011-10-31,"1,253.30","1,284.96","1,284.96","1,253.16",-,-0.0247
2011-10-28,"1,285.09","1,284.39","1,287.08","1,277.01",-,0.0004
2011-10-27,"1,284.59","1,243.97","1,292.66","1,243.97",-,0.0343
2011-10-26,"1,242.00","1,229.17","1,246.28","1,221.06",-,0.0105
2011-10-25,"1,229.05","1,254.19","1,254.19","1,226.79",-,-0.02
2011-10-24,"1,254.19","1,238.72","1,256.55","1,238.72",-,0.0129
2011-10-21,"1,238.25","1,215.39","1,239.03","1,215.39",-,0.0188
2011-10-20,"1,215.39","1,211.10","1,219.53","1,197.34",-,0.0046
2011-10-19,"1,209.88","1,223.46","1,229.64","1,206.31",-,-0.0126
2011-10-18,"1,225.38","1,200.75","1,233.10","1,191.48",-,0.0204
2011-10-17,"1,200.86","1,224.47","1,224.47","1,198.55",-,-0.0194
2011-10-14,"1,224.58","1,205.65","1,224.61","1,205.65",-,0.0174
2011-10-13,"1,203.66","1,206.96","1,207.46","1,190.58",-,-0.003
2011-10-12,"1,207.25","1,196.19","1,220.25","1,196.19",-,0.0098
2011-10-11,"1,195.54","1,194.60","1,199.24","1,187.30",-,0.0005
2011-10-10,"1,194.89","1,158.15","1,194.91","1,158.15",-,0.0341
2011-10-07,"1,155.46","1,165.03","1,171.40","1,150.26",-,-0.0082
2011-10-06,"1,164.97","1,144.11","1,165.55","1,134.95",-,0.0183
2011-10-05,"1,144.03","1,124.03","1,146.07","1,115.68",-,0.0179
2011-10-04,"1,123.95","1,097.42","1,125.12","1,074.77",-,0.0225
2011-10-03,"1,099.23","1,131.21","1,138.99","1,098.92",-,-0.0285
2011-09-30,"1,131.42","1,159.93","1,159.93","1,131.34",-,-0.025
2011-09-29,"1,160.40","1,151.74","1,175.87","1,139.93",-,0.0081
2011-09-28,"1,151.06","1,175.39","1,184.71","1,150.40",-,-0.0207
2011-09-27,"1,175.38","1,163.32","1,195.86","1,163.32",-,0.0107
2011-09-26,"1,162.95","1,136.91","1,164.19","1,131.07",-,0.0233
2011-09-23,"1,136.43","1,128.82","1,141.72","1,121.36",-,0.0061
2011-09-22,"1,129.56","1,164.55","1,164.55","1,114.22",-,-0.0319
2011-09-21,"1,166.76","1,203.63","1,206.30","1,166.21",-,-0.0294
2011-09-20,"1,202.09","1,204.50","1,220.39","1,201.29",-,-0.0017
2011-09-19,"1,204.09","1,214.99","1,214.99","1,188.36",-,-0.0098
2011-09-16,"1,216.01","1,209.21","1,220.06","1,204.46",-,0.0057
2011-09-15,"1,209.11","1,189.44","1,209.11","1,189.44",-,0.0172
2011-09-14,"1,188.68","1,173.32","1,202.38","1,162.73",-,0.0135
2011-09-13,"1,172.87","1,162.59","1,176.41","1,157.44",-,0.0091
2011-09-12,"1,162.27","1,153.50","1,162.52","1,136.07",-,0.007
2011-09-09,"1,154.23","1,185.37","1,185.37","1,148.37",-,-0.0267
2011-09-08,"1,185.90","1,197.98","1,204.40","1,183.34",-,-0.0106
2011-09-07,"1,198.62","1,165.85","1,198.62","1,165.85",-,0.0286
2011-09-06,"1,165.24","1,173.97","1,173.97","1,140.13",-,-0.0074
2011-09-02,"1,173.97","1,203.90","1,203.90","1,170.56",-,-0.0253
2011-09-01,"1,204.42","1,219.12","1,229.29","1,203.85",-,-0.0119
2011-08-31,"1,218.89","1,213.00","1,230.71","1,209.35",-,0.0049
2011-08-30,"1,212.92","1,209.76","1,220.10","1,195.77",-,0.0023
2011-08-29,"1,210.08","1,177.91","1,210.28","1,177.91",-,0.0283
2011-08-26,"1,176.80","1,158.85","1,181.23","1,135.91",-,0.0151
2011-08-25,"1,159.27","1,176.69","1,190.68","1,155.47",-,-0.0156
2011-08-24,"1,177.60","1,162.16","1,178.56","1,156.30",-,0.0131
2011-08-23,"1,162.35","1,124.36","1,162.35","1,122.91",-,0.0343
2011-08-22,"1,123.82","1,123.55","1,145.49","1,121.09",-,0.0003
2011-08-19,"1,123.53","1,140.47","1,154.54","1,122.05",-,-0.015
2011-08-18,"1,140.65","1,189.62","1,189.62","1,131.03",-,-0.0446
2011-08-17,"1,193.89","1,192.89","1,208.47","1,184.36",-,0.0009
2011-08-16,"1,192.76","1,204.22","1,204.22","1,180.53",-,-0.0097
2011-08-15,"1,204.49","1,178.86","1,204.49","1,178.86",-,0.0218
2011-08-12,"1,178.81","1,172.87","1,189.04","1,170.74",-,0.0053
2011-08-11,"1,172.64","1,121.30","1,186.29","1,121.30",-,0.0463
2011-08-10,"1,120.76","1,171.77","1,171.77","1,118.01",-,-0.0442
2011-08-09,"1,172.53","1,120.23","1,172.88","1,101.54",-,0.0474
2011-08-08,"1,119.46","1,198.48","1,198.48","1,119.28",-,-0.0666
2011-08-05,"1,199.38","1,200.28","1,218.11","1,168.09",-,-0.0006
2011-08-04,"1,200.07","1,260.23","1,260.23","1,199.54",-,-0.0478
2011-08-03,"1,260.34","1,254.25","1,261.20","1,234.56",-,0.005
2011-08-02,"1,254.05","1,286.56","1,286.56","1,254.03",-,-0.0256
2011-08-01,"1,286.94","1,292.59","1,307.38","1,274.73",-,-0.0041
2011-07-29,"1,292.28","1,300.12","1,304.16","1,282.86",-,-0.0065
2011-07-28,"1,300.67","1,304.84","1,316.32","1,299.16",-,-0.0032
2011-07-27,"1,304.89","1,331.91","1,331.91","1,303.49",-,-0.0203
2011-07-26,"1,331.94","1,337.39","1,338.51","1,329.59",-,-0.0041
2011-07-25,"1,337.43","1,344.32","1,344.32","1,331.09",-,-0.0056
2011-07-22,"1,345.02","1,343.80","1,346.10","1,336.95",-,0.0009
2011-07-21,"1,343.80","1,325.65","1,347.00","1,325.65",-,0.0135
2011-07-20,"1,325.84","1,328.66","1,330.43","1,323.65",-,-0.0007
2011-07-19,"1,326.73","1,307.07","1,328.14","1,307.07",-,0.0163
2011-07-18,"1,305.44","1,315.94","1,315.94","1,295.92",-,-0.0081
2011-07-15,"1,316.14","1,308.87","1,317.70","1,307.52",-,0.0056
2011-07-14,"1,308.87","1,317.74","1,326.88","1,306.51",-,-0.0067
2011-07-13,"1,317.72","1,314.45","1,331.48","1,314.45",-,0.0031
2011-07-12,"1,313.64","1,319.61","1,327.17","1,313.33",-,-0.0044
2011-07-11,"1,319.49","1,343.31","1,343.31","1,316.42",-,-0.0181
2011-07-08,"1,343.80","1,352.39","1,352.39","1,333.71",-,-0.007
2011-07-07,"1,353.22","1,339.62","1,356.48","1,339.62",-,0.0105
2011-07-06,"1,339.22","1,337.56","1,340.94","1,330.92",-,0.001
2011-07-05,"1,337.88","1,339.59","1,340.89","1,334.30",-,-0.0013
2011-07-01,"1,339.67","1,320.64","1,341.01","1,318.18",-,0.0144
2011-06-30,"1,320.64","1,307.64","1,321.97","1,307.64",-,0.0101
2011-06-29,"1,307.41","1,296.85","1,309.21","1,296.85",-,0.0083
2011-06-28,"1,296.67","1,280.21","1,296.80","1,280.21",-,0.0129
2011-06-27,"1,280.10","1,268.44","1,284.91","1,267.53",-,0.0092
2011-06-24,"1,268.45","1,283.04","1,283.93","1,267.24",-,-0.0117
2011-06-23,"1,283.50","1,286.60","1,286.60","1,262.87",-,-0.0028
2011-06-22,"1,287.14","1,295.48","1,298.61","1,286.79",-,-0.0065
2011-06-21,"1,295.52","1,278.40","1,297.62","1,278.40",-,0.0134
2011-06-20,"1,278.36","1,271.50","1,280.42","1,267.56",-,0.0054
2011-06-17,"1,271.50","1,268.58","1,279.82","1,267.40",-,0.003
2011-06-16,"1,267.64","1,265.53","1,274.11","1,258.07",-,0.0018
2011-06-15,"1,265.42","1,287.87","1,287.87","1,261.90",-,-0.0174
2011-06-14,"1,287.87","1,272.22","1,292.50","1,272.22",-,0.0126
2011-06-13,"1,271.83","1,271.31","1,277.04","1,265.64",-,0.0007
2011-06-10,"1,270.98","1,288.60","1,288.60","1,268.28",-,-0.014
2011-06-09,"1,289.00","1,279.63","1,294.54","1,279.63",-,0.0074
2011-06-08,"1,279.56","1,284.63","1,287.04","1,277.42",-,-0.0042
2011-06-07,"1,284.94","1,286.31","1,296.22","1,284.74",-,-0.001
2011-06-06,"1,286.17","1,300.26","1,300.26","1,284.72",-,-0.0108
2011-06-03,"1,300.16","1,312.94","1,312.94","1,297.90",-,-0.0097
2011-06-02,"1,312.94","1,314.55","1,318.03","1,305.61",-,-0.0012
2011-06-01,"1,314.55","1,345.20","1,345.20","1,313.71",-,-0.0228
2011-05-31,"1,345.20","1,331.10","1,345.20","1,331.10",-,0.0106
2011-05-27,"1,331.10","1,325.69","1,334.62","1,325.69",-,0.0041
2011-05-26,"1,325.69","1,320.64","1,328.51","1,314.41",-,0.004
2011-05-25,"1,320.47","1,316.36","1,325.86","1,311.80",-,0.0032
2011-05-24,"1,316.28","1,317.70","1,323.72","1,313.87",-,-0.0008
2011-05-23,"1,317.37","1,333.07","1,333.07","1,312.88",-,-0.0119
2011-05-20,"1,333.27","1,342.00","1,342.00","1,330.67",-,-0.0077
2011-05-19,"1,343.60","1,342.40","1,346.82","1,336.36",-,0.0022
2011-05-18,"1,340.68","1,328.54","1,341.82","1,326.59",-,0.0088
2011-05-17,"1,328.98","1,326.10","1,330.42","1,318.51",-,-0.0004
2011-05-16,"1,329.47","1,334.77","1,343.33","1,327.32",-,-0.0062
2011-05-13,"1,337.77","1,348.69","1,350.47","1,333.36",-,-0.0081
2011-05-12,"1,348.65","1,339.39","1,351.05","1,332.03",-,0.0049
2011-05-11,"1,342.08","1,354.51","1,354.51","1,336.36",-,-0.0111
2011-05-10,"1,357.16","1,348.34","1,359.44","1,348.34",-,0.0081
2011-05-09,"1,346.29","1,340.20","1,349.44","1,338.64",-,0.0045
2011-05-06,"1,340.20","1,340.24","1,354.36","1,335.58",-,0.0038
2011-05-05,"1,335.10","1,344.16","1,348.00","1,329.17",-,-0.0091
2011-05-04,"1,347.32","1,355.90","1,355.90","1,341.50",-,-0.0069
2011-05-03,"1,356.62","1,359.76","1,360.84","1,349.52",-,-0.0034
2011-05-02,"1,361.22","1,365.21","1,370.58","1,358.59",-,-0.0018
2011-04-29,"1,363.61","1,360.14","1,364.56","1,358.69",-,0.0023
2011-04-28,"1,360.48","1,353.86","1,361.71","1,353.60",-,0.0036
2011-04-27,"1,355.66","1,348.43","1,357.49","1,344.25",-,0.0062
2011-04-26,"1,347.24","1,336.75","1,349.55","1,336.75",-,0.009
2011-04-25,"1,335.25","1,337.14","1,337.55","1,331.47",-,-0.0016
2011-04-21,"1,337.38","1,333.23","1,337.49","1,332.83",-,0.0053
2011-04-20,"1,330.36","1,319.12","1,332.66","1,319.12",-,0.0135
2011-04-19,"1,312.62","1,305.99","1,312.70","1,303.97",-,0.0057
2011-04-18,"1,305.14","1,313.35","1,313.35","1,294.70",-,-0.011
2011-04-15,"1,319.68","1,314.54","1,322.88","1,313.68",-,0.0039
2011-04-14,"1,314.52","1,311.13","1,316.79","1,302.42",-,0.0001
2011-04-13,"1,314.41","1,314.03","1,321.35","1,309.19",-,0.0002
2011-04-12,"1,314.16","1,321.96","1,321.96","1,309.51",-,-0.0078
2011-04-11,"1,324.46","1,329.01","1,333.77","1,321.06",-,-0.0028
2011-04-08,"1,328.17","1,336.16","1,339.46","1,322.94",-,-0.004
2011-04-07,"1,333.51","1,334.82","1,338.80","1,326.56",-,-0.0015
2011-04-06,"1,335.54","1,335.94","1,339.38","1,331.09",-,0.0022
2011-04-05,"1,332.63","1,332.03","1,338.21","1,330.03",-,-0.0002
2011-04-04,"1,332.87","1,333.56","1,336.74","1,329.10",-,0.0003
2011-04-01,"1,332.41","1,329.48","1,337.85","1,328.89",-,0.005
2011-03-31,"1,325.83","1,327.44","1,329.77","1,325.03",-,-0.0018
2011-03-30,"1,328.26","1,321.89","1,331.74","1,321.89",-,0.0067
2011-03-29,"1,319.44","1,309.37","1,319.45","1,305.26",-,0.0071
2011-03-28,"1,310.19","1,315.45","1,319.74","1,310.19",-,-0.0027
2011-03-25,"1,313.80","1,311.80","1,319.18","1,310.15",-,0.0032
2011-03-24,"1,309.66","1,300.61","1,311.34","1,297.74",-,0.0093
2011-03-23,"1,297.54","1,292.19","1,300.51","1,284.05",-,0.0029
2011-03-22,"1,293.77","1,298.29","1,299.35","1,292.70",-,-0.0036
2011-03-21,"1,298.38","1,281.65","1,300.58","1,281.65",-,0.015
2011-03-18,"1,279.21","1,276.71","1,288.88","1,276.18",-,0.0043
2011-03-17,"1,273.72","1,261.61","1,278.88","1,261.61",-,0.0134
2011-03-16,"1,256.88","1,279.46","1,280.91","1,249.05",-,-0.0195
2011-03-15,"1,281.87","1,288.46","1,288.46","1,261.12",-,-0.0112
2011-03-14,"1,296.39","1,301.19","1,301.19","1,286.37",-,-0.006
2011-03-11,"1,304.28","1,293.43","1,308.35","1,291.99",-,0.0071
2011-03-10,"1,295.11","1,315.72","1,315.72","1,294.21",-,-0.0189
2011-03-09,"1,320.02","1,319.92","1,323.21","1,312.27",-,-0.0014
2011-03-08,"1,321.82","1,311.05","1,325.74","1,306.86",-,0.0089
2011-03-07,"1,310.13","1,322.72","1,327.68","1,303.99",-,-0.0083
2011-03-04,"1,321.15","1,330.73","1,331.08","1,312.59",-,-0.0074
2011-03-03,"1,330.97","1,312.37","1,332.28","1,312.37",-,0.0172
2011-03-02,"1,308.44","1,305.47","1,314.19","1,302.58",-,0.0016
2011-03-01,"1,306.33","1,328.64","1,332.09","1,306.14",-,-0.0157
2011-02-28,"1,327.22","1,321.61","1,329.38","1,320.55",-,0.0056
2011-02-25,"1,319.88","1,307.34","1,320.61","1,307.34",-,0.0106
2011-02-24,"1,306.10","1,307.09","1,310.91","1,294.26",-,-0.001
2011-02-23,"1,307.40","1,315.44","1,317.91","1,299.55",-,-0.0061
2011-02-22,"1,315.44","1,338.91","1,338.91","1,312.33",-,-0.0205
2011-02-18,"1,343.01","1,340.38","1,344.07","1,338.12",-,0.005
2011-02-16,"1,336.32","1,329.51","1,337.61","1,329.51",-,0.0063
2011-02-15,"1,328.01","1,330.43","1,330.43","1,324.61",-,-0.0032
2011-02-14,"1,332.32","1,328.73","1,332.96","1,326.90",-,0.0024
2011-02-11,"1,329.15","1,318.66","1,330.79","1,316.08",-,0.0055
2011-02-10,"1,321.87","1,318.13","1,322.78","1,311.74",-,0.0007
2011-02-09,"1,320.88","1,322.48","1,324.54","1,314.89",-,-0.0028
2011-02-08,"1,324.57","1,318.76","1,324.87","1,316.03",-,0.0042
2011-02-07,"1,319.05","1,311.85","1,322.85","1,311.85",-,0.0062
2011-02-04,"1,310.87","1,307.01","1,311.00","1,301.67",-,0.0029
2011-02-03,"1,307.10","1,302.77","1,308.60","1,294.83",-,0.0024
2011-02-02,"1,304.03","1,305.91","1,307.61","1,302.62",-,-0.0027
2011-02-01,"1,307.59","1,289.14","1,308.86","1,289.14",-,0.0167
2011-01-31,"1,286.12","1,276.50","1,287.17","1,276.50",-,0.0077
2011-01-28,"1,276.34","1,299.63","1,302.67","1,275.10",-,-0.0179
2011-01-27,"1,299.54","1,297.51","1,301.29","1,294.41",-,0.0022
2011-01-26,"1,296.63","1,291.97","1,299.74","1,291.97",-,0.0042
2011-01-25,"1,291.18","1,288.17","1,291.26","1,281.07",-,0.0003
2011-01-24,"1,290.84","1,283.29","1,291.93","1,282.47",-,0.0058
2011-01-21,"1,283.35","1,283.63","1,291.21","1,282.07",-,0.0024
2011-01-20,"1,280.26","1,280.85","1,283.35","1,271.26",-,-0.0013
2011-01-19,"1,281.92","1,294.52","1,294.60","1,278.92",-,-0.0101
2011-01-18,"1,295.02","1,293.22","1,296.06","1,290.16",-,0.0014
2011-01-14,"1,293.24","1,282.90","1,293.24","1,281.24",-,0.0074
2011-01-13,"1,283.76","1,285.78","1,286.70","1,280.47",-,-0.0017
2011-01-12,"1,285.96","1,275.65","1,286.87","1,275.65",-,0.009
2011-01-11,"1,274.48","1,272.58","1,277.25","1,269.62",-,0.0037
2011-01-10,"1,269.75","1,270.84","1,271.52","1,262.18",-,-0.0014
2011-01-07,"1,271.50","1,274.41","1,276.83","1,261.70",-,-0.0018
2011-01-06,"1,273.85","1,276.29","1,278.17","1,270.43",-,-0.0021
2011-01-05,"1,276.56","1,268.78","1,277.63","1,265.36",-,0.005
2011-01-04,"1,270.20","1,272.95","1,274.12","1,262.66",-,-0.0013
2011-01-03,"1,271.87","1,257.62","1,276.17","1,257.62",-,0.0113
2010-12-31,"1,257.64","1,256.76","1,259.34","1,254.19",-,-0.0002
2010-12-30,"1,257.88","1,259.44","1,261.09","1,256.32",-,-0.0015
2010-12-29,"1,259.78","1,258.78","1,262.60","1,258.78",-,0.001
2010-12-28,"1,258.51","1,259.10","1,259.90","1,256.22",-,0.0008
2010-12-27,"1,257.54","1,254.66","1,258.43","1,251.48",-,0.0006
2010-12-23,"1,256.77","1,257.53","1,258.59","1,254.05",-,-0.0016
2010-12-22,"1,258.84","1,254.94","1,259.39","1,254.94",-,0.0034
2010-12-21,"1,254.60","1,249.43","1,255.82","1,249.43",-,0.006
2010-12-20,"1,247.08","1,245.76","1,250.20","1,241.51",-,0.0025
2010-12-17,"1,243.91","1,243.63","1,245.81","1,239.87",-,0.0008
2010-12-16,"1,242.87","1,236.34","1,243.75","1,232.85",-,0.0062
2010-12-15,"1,235.23","1,241.58","1,244.25","1,234.01",-,-0.0051
2010-12-14,"1,241.59","1,241.84","1,246.59","1,238.17",-,0.0009
2010-12-13,"1,240.46","1,242.52","1,246.73","1,240.34",-,0
2010-12-10,"1,240.40","1,233.85","1,240.40","1,232.58",-,0.006
2010-12-09,"1,233.00","1,230.14","1,234.71","1,226.85",-,0.0038
2010-12-08,"1,228.28","1,225.02","1,228.93","1,219.50",-,0.0037
2010-12-07,"1,223.75","1,227.25","1,235.05","1,223.25",-,0.0005
2010-12-06,"1,223.12","1,223.87","1,225.80","1,220.67",-,-0.0013
2010-12-03,"1,224.71","1,219.93","1,225.57","1,216.82",-,0.0026
2010-12-02,"1,221.53","1,206.81","1,221.89","1,206.81",-,0.0128
2010-12-01,"1,206.07","1,186.60","1,207.61","1,186.60",-,0.0216
2010-11-30,"1,180.55","1,182.96","1,187.40","1,174.14",-,-0.0061
2010-11-29,"1,187.76","1,189.08","1,190.34","1,173.64",-,-0.0014
2010-11-26,"1,189.40","1,194.16","1,194.16","1,186.93",-,-0.0075
2010-11-24,"1,198.35","1,183.70","1,198.62","1,183.70",-,0.0149
2010-11-23,"1,180.73","1,192.51","1,192.51","1,176.91",-,-0.0143
2010-11-22,"1,197.84","1,198.07","1,198.94","1,184.58",-,-0.0016
2010-11-19,"1,199.73","1,196.12","1,199.97","1,189.44",-,0.0025
2010-11-18,"1,196.69","1,183.75","1,200.29","1,183.75",-,0.0154
2010-11-17,"1,178.59","1,178.33","1,183.56","1,175.82",-,0.0002
2010-11-16,"1,178.34","1,194.79","1,194.79","1,173.00",-,-0.0162
2010-11-15,"1,197.75","1,200.44","1,207.43","1,197.15",-,-0.0012
2010-11-12,"1,199.21","1,209.07","1,210.50","1,194.08",-,-0.0118
