Date,Price,Open,High,Low,Vol.,Change %
2015-10-13,"2,003.69","2,015.00","2,022.34","2,001.78",-,-0.0068
2015-10-12,"2,017.46","2,015.65","2,018.66","2,010.55",-,0.0013
2015-10-09,"2,014.89","2,013.73","2,020.13","2,007.61",-,0.0007
2015-10-08,"2,013.43","1,994.01","2,016.50","1,987.53",-,0.0088
2015-10-07,"1,995.83","1,982.34","1,999.31","1,976.44",-,0.008
2015-10-06,"1,979.92","1,986.63","1,991.62","1,971.99",-,-0.0036
2015-10-05,"1,987.05","1,954.33","1,989.17","1,954.33",-,0.0183
2015-10-02,"1,951.36","1,921.77","1,951.36","1,893.70",-,0.0143
2015-10-01,"1,923.82","1,919.65","1,927.21","1,900.70",-,0.002
2015-09-30,"1,920.03","1,887.14","1,920.53","1,887.14",-,0.0191
2015-09-29,"1,884.09","1,881.90","1,899.48","1,871.91",-,0.0012
2015-09-28,"1,881.77","1,929.18","1,929.18","1,879.21",-,-0.0257
2015-09-25,"1,931.34","1,935.93","1,952.89","1,921.50",-,-0.0005
2015-09-24,"1,932.24","1,934.81","1,937.17","1,908.92",-,-0.0034
2015-09-23,"1,938.76","1,943.24","1,949.52","1,932.57",-,-0.002
2015-09-22,"1,942.74","1,961.39","1,961.39","1,929.22",-,-0.0123
2015-09-21,"1,966.97","1,960.84","1,979.64","1,955.80",-,0.0046
2015-09-18,"1,958.03","1,989.66","1,989.66","1,953.45",-,-0.0162
2015-09-17,"1,990.20","1,995.33","2,020.86","1,986.73",-,-0.0026
2015-09-16,"1,995.31","1,978.02","1,997.26","1,977.93",-,0.0087
2015-09-15,"1,978.09","1,955.10","1,983.19","1,954.30",-,0.0128
2015-09-14,"1,953.03","1,963.06","1,963.06","1,948.27",-,-0.0041
2015-09-11,"1,961.05","1,951.45","1,961.05","1,939.19",-,0.0045
2015-09-10,"1,952.29","1,941.59","1,965.29","1,937.19",-,0.0053
2015-09-09,"1,942.04","1,971.45","1,988.63","1,937.88",-,-0.0139
2015-09-08,"1,969.41","1,927.30","1,970.42","1,927.30",-,0.0251
2015-09-04,"1,921.22","1,947.76","1,947.76","1,911.21",-,-0.0153
2015-09-03,"1,951.13","1,950.79","1,975.01","1,944.72",-,0.0012
2015-09-02,"1,948.86","1,916.52","1,948.91","1,916.52",-,0.0183
2015-09-01,"1,913.85","1,970.09","1,970.09","1,903.07",-,-0.0296
2015-08-31,"1,972.18","1,986.73","1,986.73","1,965.98",-,-0.0084
2015-08-28,"1,988.87","1,986.06","1,993.48","1,975.19",-,0.0006
2015-08-27,"1,987.66","1,942.77","1,989.60","1,942.77",-,0.0243
2015-08-26,"1,940.51","1,872.75","1,943.09","1,872.75",-,0.039
2015-08-25,"1,867.61","1,898.08","1,948.04","1,867.08",-,-0.0135
2015-08-24,"1,893.21","1,965.15","1,965.15","1,867.01",-,-0.0394
2015-08-21,"1,970.89","2,034.08","2,034.08","1,970.89",-,-0.0319
2015-08-20,"2,035.73","2,076.61","2,076.61","2,035.73",-,-0.0211
2015-08-19,"2,079.61","2,095.69","2,096.17","2,070.53",-,-0.0083
2015-08-18,"2,096.92","2,101.99","2,103.47","2,094.14",-,-0.0026
2015-08-17,"2,102.44","2,089.70","2,102.87","2,079.30",-,0.0052
2015-08-14,"2,091.54","2,083.15","2,092.45","2,080.61",-,0.0039
2015-08-13,"2,083.39","2,086.19","2,092.93","2,078.26",-,-0.0013
2015-08-12,"2,086.05","2,081.10","2,089.06","2,052.09",-,0.001
2015-08-11,"2,084.07","2,102.66","2,102.66","2,076.49",-,-0.0096
2015-08-10,"2,104.18","2,080.98","2,105.35","2,080.98",-,0.0128
2015-08-07,"2,077.57","2,082.61","2,082.61","2,067.91",-,-0.0029
2015-08-06,"2,083.56","2,100.75","2,103.32","2,075.53",-,-0.0078
2015-08-05,"2,099.84","2,095.27","2,112.66","2,095.27",-,0.0031
2015-08-04,"2,093.32","2,097.68","2,102.51","2,088.60",-,-0.0022
2015-08-03,"2,098.04","2,104.49","2,105.70","2,087.31",-,-0.0028
2015-07-31,"2,103.84","2,111.60","2,114.24","2,102.07",-,-0.0023
2015-07-30,"2,108.63","2,106.78","2,110.48","2,094.97",-,0
2015-07-29,"2,108.57","2,094.70","2,110.60","2,094.08",-,0.0073
2015-07-28,"2,093.25","2,070.75","2,095.60","2,069.09",-,0.0124
2015-07-27,"2,067.64","2,078.19","2,078.19","2,063.52",-,-0.0058
2015-07-24,"2,079.65","2,102.24","2,106.01","2,077.09",-,-0.0107
2015-07-23,"2,102.15","2,114.16","2,116.87","2,098.63",-,-0.0057
2015-07-22,"2,114.15","2,118.21","2,118.51","2,110.00",-,-0.0024
2015-07-21,"2,119.21","2,127.55","2,128.49","2,115.40",-,-0.0043
2015-07-20,"2,128.28","2,126.85","2,132.82","2,123.65",-,0.0008
2015-07-17,"2,126.64","2,126.80","2,128.91","2,119.88",-,0.0011
2015-07-16,"2,124.29","2,110.55","2,124.42","2,110.55",-,0.008
2015-07-15,"2,107.40","2,109.01","2,114.14","2,102.49",-,-0.0007
2015-07-14,"2,108.95","2,099.72","2,111.98","2,098.18",-,0.0045
2015-07-13,"2,099.60","2,080.03","2,100.67","2,080.03",-,0.0111
2015-07-10,"2,076.62","2,052.74","2,081.31","2,052.74",-,0.0123
2015-07-09,"2,051.31","2,049.73","2,074.28","2,049.73",-,0.0023
2015-07-08,"2,046.68","2,077.66","2,077.66","2,044.66",-,-0.0167
2015-07-07,"2,081.34","2,069.52","2,083.74","2,044.02",-,0.0061
2015-07-06,"2,068.76","2,073.95","2,078.61","2,058.40",-,-0.0039
2015-07-02,"2,076.78","2,078.03","2,085.06","2,071.02",-,-0.0003
2015-07-01,"2,077.42","2,067.00","2,082.78","2,067.00",-,0.0069
2015-06-30,"2,063.11","2,061.19","2,074.28","2,056.32",-,0.0027
2015-06-29,"2,057.64","2,098.63","2,098.63","2,056.64",-,-0.0209
2015-06-26,"2,101.49","2,102.62","2,108.92","2,095.38",-,-0.0004
2015-06-25,"2,102.31","2,109.96","2,116.04","2,101.78",-,-0.003
2015-06-24,"2,108.58","2,123.65","2,125.10","2,108.58",-,-0.0074
2015-06-23,"2,124.20","2,123.16","2,128.03","2,119.89",-,0.0006
2015-06-22,"2,122.85","2,112.50","2,129.87","2,112.50",-,0.0061
2015-06-19,"2,109.99","2,121.06","2,121.64","2,109.45",-,-0.0053
2015-06-18,"2,121.24","2,101.58","2,126.65","2,101.58",-,0.0099
2015-06-17,"2,100.44","2,097.40","2,106.79","2,088.86",-,0.002
2015-06-16,"2,096.29","2,084.26","2,097.40","2,082.10",-,0.0057
2015-06-15,"2,084.43","2,091.34","2,091.34","2,072.49",-,-0.0046
2015-06-12,"2,094.11","2,107.43","2,107.43","2,091.33",-,-0.007
2015-06-11,"2,108.86","2,106.24","2,115.02","2,106.24",-,0.0017
2015-06-10,"2,105.20","2,081.12","2,108.50","2,081.12",-,0.012
2015-06-09,"2,080.15","2,079.07","2,085.62","2,072.14",-,0.0004
2015-06-08,"2,079.28","2,092.34","2,093.01","2,079.11",-,-0.0065
2015-06-05,"2,092.83","2,095.09","2,100.99","2,085.67",-,-0.0014
2015-06-04,"2,095.84","2,112.35","2,112.89","2,093.23",-,-0.0086
2015-06-03,"2,114.07","2,110.64","2,121.92","2,109.61",-,0.0021
2015-06-02,"2,109.60","2,110.41","2,117.59","2,099.14",-,-0.001
2015-06-01,"2,111.73","2,108.64","2,119.15","2,102.54",-,0.0021
2015-05-29,"2,107.39","2,120.66","2,120.66","2,104.89",-,-0.0063
2015-05-28,"2,120.79","2,122.27","2,122.27","2,112.86",-,-0.0013
2015-05-27,"2,123.48","2,105.13","2,126.22","2,105.13",-,0.0092
2015-05-26,"2,104.20","2,125.34","2,125.34","2,099.18",-,-0.0103
2015-05-22,"2,126.06","2,130.36","2,132.15","2,126.06",-,-0.0022
2015-05-21,"2,130.82","2,125.55","2,134.28","2,122.95",-,0.0023
2015-05-20,"2,125.85","2,127.79","2,134.72","2,122.59",-,-0.0009
2015-05-19,"2,127.83","2,129.45","2,133.02","2,124.50",-,-0.0006
2015-05-18,"2,129.20","2,121.30","2,131.78","2,120.01",-,0.003
2015-05-15,"2,122.73","2,122.07","2,123.89","2,116.79",-,0.0008
2015-05-14,"2,121.10","2,100.43","2,121.45","2,100.43",-,0.0108
2015-05-13,"2,098.48","2,099.62","2,110.19","2,096.04",-,-0.0003
2015-05-12,"2,099.12","2,102.87","2,105.06","2,085.57",-,-0.0029
2015-05-11,"2,105.33","2,115.56","2,117.69","2,104.58",-,-0.0051
2015-05-08,"2,116.10","2,092.13","2,117.66","2,092.13",-,0.0135
2015-05-07,"2,088.00","2,079.96","2,092.90","2,074.99",-,0.0038
2015-05-06,"2,080.15","2,091.26","2,098.42","2,067.93",-,-0.0045
2015-05-05,"2,089.46","2,112.63","2,115.24","2,088.46",-,-0.0118
2015-05-04,"2,114.49","2,110.23","2,120.95","2,110.23",-,0.0029
2015-05-01,"2,108.29","2,087.38","2,108.41","2,087.38",-,0.0109
2015-04-30,"2,085.51","2,105.52","2,105.52","2,077.59",-,-0.0101
2015-04-29,"2,106.85","2,112.49","2,113.65","2,097.41",-,-0.0037
2015-04-28,"2,114.76","2,108.35","2,116.09","2,094.89",-,0.0028
2015-04-27,"2,108.92","2,119.29","2,125.92","2,107.04",-,-0.0041
2015-04-24,"2,117.69","2,112.80","2,120.92","2,112.80",-,0.0023
2015-04-23,"2,112.93","2,107.21","2,120.49","2,103.19",-,0.0024
2015-04-22,"2,107.96","2,098.27","2,109.98","2,091.05",-,0.0051
2015-04-21,"2,097.29","2,102.82","2,109.64","2,094.38",-,-0.0015
2015-04-20,"2,100.40","2,084.11","2,103.94","2,084.11",-,0.0092
2015-04-17,"2,081.18","2,102.58","2,102.58","2,072.37",-,-0.0113
2015-04-16,"2,104.99","2,105.96","2,111.30","2,100.02",-,-0.0008
2015-04-15,"2,106.63","2,097.82","2,111.91","2,097.82",-,0.0051
2015-04-14,"2,095.84","2,092.28","2,098.62","2,083.24",-,0.0016
2015-04-13,"2,092.43","2,102.03","2,107.65","2,092.33",-,-0.0046
2015-04-10,"2,102.06","2,091.51","2,102.61","2,091.51",-,0.0052
2015-04-09,"2,091.18","2,081.29","2,093.31","2,074.29",-,0.0045
2015-04-08,"2,081.90","2,076.94","2,086.69","2,073.30",-,0.0027
2015-04-07,"2,076.33","2,080.79","2,089.81","2,076.10",-,-0.0021
2015-04-06,"2,080.62","2,064.87","2,086.99","2,056.52",-,0.0066
2015-04-02,"2,066.96","2,060.03","2,072.17","2,057.32",-,0.0035
2015-04-01,"2,059.69","2,067.63","2,067.63","2,048.38",-,-0.004
2015-03-31,"2,067.89","2,084.05","2,084.05","2,067.04",-,-0.0088
2015-03-30,"2,086.24","2,064.11","2,088.97","2,064.11",-,0.0122
2015-03-27,"2,061.02","2,055.78","2,062.83","2,052.96",-,0.0024
2015-03-26,"2,056.15","2,059.94","2,067.15","2,045.50",-,-0.0024
2015-03-25,"2,061.05","2,093.10","2,097.43","2,061.05",-,-0.0146
2015-03-24,"2,091.50","2,103.94","2,107.63","2,091.50",-,-0.0061
2015-03-23,"2,104.42","2,107.99","2,114.86","2,104.42",-,-0.0017
2015-03-20,"2,108.10","2,090.32","2,113.92","2,090.32",-,0.009
2015-03-19,"2,089.27","2,098.69","2,098.69","2,085.56",-,-0.0049
2015-03-18,"2,099.50","2,072.84","2,106.85","2,061.23",-,0.0122
2015-03-17,"2,074.28","2,080.59","2,080.59","2,065.08",-,-0.0033
2015-03-16,"2,081.19","2,055.35","2,081.41","2,055.35",-,0.0135
2015-03-13,"2,053.40","2,064.56","2,064.56","2,041.17",-,-0.0061
2015-03-12,"2,065.95","2,041.10","2,066.41","2,041.10",-,0.0126
2015-03-11,"2,040.24","2,044.69","2,050.08","2,039.69",-,-0.0019
2015-03-10,"2,044.16","2,076.14","2,076.14","2,044.16",-,-0.017
2015-03-09,"2,079.43","2,072.25","2,083.49","2,072.21",-,0.0039
2015-03-06,"2,071.26","2,100.91","2,100.91","2,067.27",-,-0.0142
2015-03-05,"2,101.04","2,098.54","2,104.25","2,095.22",-,0.0012
2015-03-04,"2,098.53","2,107.72","2,107.72","2,087.62",-,-0.0044
2015-03-03,"2,107.78","2,115.76","2,115.76","2,098.26",-,-0.0045
2015-03-02,"2,117.39","2,105.23","2,117.52","2,104.50",-,0.0061
2015-02-27,"2,104.50","2,110.88","2,112.74","2,103.75",-,-0.003
2015-02-26,"2,110.74","2,113.91","2,113.91","2,103.76",-,-0.0015
2015-02-25,"2,113.86","2,115.30","2,119.59","2,109.89",-,-0.0008
2015-02-24,"2,115.48","2,109.10","2,117.94","2,105.87",-,0.0028
2015-02-23,"2,109.66","2,109.83","2,110.05","2,103.00",-,-0.0003
2015-02-20,"2,110.30","2,097.65","2,110.61","2,085.44",-,0.0061
2015-02-19,"2,097.45","2,099.25","2,102.13","2,090.79",-,-0.0011
2015-02-18,"2,099.68","2,099.16","2,100.23","2,092.15",-,-0.0003
2015-02-17,"2,100.34","2,096.47","2,101.30","2,089.80",-,0.0016
2015-02-13,"2,096.99","2,088.78","2,097.03","2,086.70",-,0.0041
2015-02-12,"2,088.48","2,069.98","2,088.53","2,069.98",-,0.0096
2015-02-11,"2,068.53","2,068.55","2,073.48","2,057.99",-,0
2015-02-10,"2,068.59","2,049.38","2,070.86","2,048.62",-,0.0107
2015-02-09,"2,046.74","2,053.47","2,056.16","2,041.88",-,-0.0042
2015-02-06,"2,055.47","2,062.28","2,072.40","2,049.97",-,-0.0034
2015-02-05,"2,062.52","2,043.45","2,063.55","2,043.45",-,0.0103
2015-02-04,"2,041.51","2,048.86","2,054.74","2,036.72",-,-0.0042
2015-02-03,"2,050.03","2,022.71","2,050.30","2,022.71",-,0.0144
2015-02-02,"2,020.85","1,996.67","2,021.66","1,980.90",-,0.013
2015-01-30,"1,994.99","2,019.35","2,023.32","1,993.38",-,-0.013
2015-01-29,"2,021.25","2,002.45","2,024.64","1,989.18",-,0.0095
2015-01-28,"2,002.16","2,032.34","2,042.49","2,001.49",-,-0.0135
2015-01-27,"2,029.55","2,047.86","2,047.86","2,019.91",-,-0.0134
2015-01-26,"2,057.09","2,050.42","2,057.62","2,040.97",-,0.0026
2015-01-23,"2,051.82","2,062.98","2,062.98","2,050.54",-,-0.0055
2015-01-22,"2,063.15","2,034.30","2,064.62","2,026.38",-,0.0153
2015-01-21,"2,032.12","2,020.19","2,038.29","2,012.04",-,0.0047
2015-01-20,"2,022.55","2,020.76","2,028.94","2,004.49",-,0.0015
2015-01-16,"2,019.42","1,992.25","2,020.46","1,988.12",-,0.0134
2015-01-15,"1,992.67","2,013.75","2,021.35","1,991.47",-,-0.0092
2015-01-14,"2,011.27","2,018.40","2,018.40","1,988.44",-,-0.0058
2015-01-13,"2,023.03","2,031.58","2,056.93","2,008.25",-,-0.0026
2015-01-12,"2,028.26","2,046.13","2,049.30","2,022.58",-,-0.0081
2015-01-09,"2,044.81","2,063.45","2,064.43","2,038.33",-,-0.0084
2015-01-08,"2,062.14","2,030.61","2,064.08","2,030.61",-,0.0179
2015-01-07,"2,025.90","2,005.55","2,029.61","2,005.55",-,0.0116
2015-01-06,"2,002.61","2,022.15","2,030.25","1,992.44",-,-0.0089
2015-01-05,"2,020.58","2,054.44","2,054.44","2,017.34",-,-0.0183
2015-01-02,"2,058.20","2,058.90","2,072.36","2,046.04",-,-0.0003
2014-12-31,"2,058.90","2,082.11","2,085.58","2,057.94",-,-0.0103
2014-12-30,"2,080.35","2,088.49","2,088.49","2,079.53",-,-0.0049
2014-12-29,"2,090.57","2,087.63","2,093.55","2,085.75",-,0.0009
2014-12-26,"2,088.77","2,084.30","2,092.70","2,084.30",-,0.0033
2014-12-24,"2,081.88","2,083.25","2,087.56","2,081.86",-,-0.0001
2014-12-23,"2,082.17","2,081.48","2,086.73","2,079.77",-,0.0017
2014-12-22,"2,078.54","2,069.28","2,078.76","2,069.28",-,0.0038
2014-12-19,"2,070.65","2,061.04","2,077.85","2,061.03",-,0.0046
2014-12-18,"2,061.23","2,018.98","2,061.23","2,018.98",-,0.024
2014-12-17,"2,012.89","1,973.77","2,016.75","1,973.77",-,0.0204
2014-12-16,"1,972.74","1,986.71","2,016.89","1,972.56",-,-0.0085
2014-12-15,"1,989.63","2,005.03","2,018.69","1,982.26",-,-0.0063
2014-12-12,"2,002.33","2,030.36","2,032.25","2,002.33",-,-0.0162
2014-12-11,"2,035.33","2,027.92","2,055.53","2,027.92",-,0.0045
2014-12-10,"2,026.14","2,058.86","2,058.86","2,024.26",-,-0.0164
2014-12-09,"2,059.82","2,056.55","2,060.60","2,034.17",-,-0.0002
2014-12-08,"2,060.31","2,074.84","2,075.78","2,054.27",-,-0.0073
2014-12-05,"2,075.37","2,072.78","2,079.47","2,070.81",-,0.0017
2014-12-04,"2,071.92","2,073.64","2,077.34","2,062.34",-,-0.0012
2014-12-03,"2,074.33","2,067.45","2,076.28","2,066.65",-,0.0038
2014-12-02,"2,066.55","2,053.77","2,068.77","2,053.77",-,0.0064
2014-12-01,"2,053.44","2,065.78","2,065.78","2,049.57",-,-0.0068
2014-11-28,"2,067.56","2,074.78","2,075.76","2,065.06",-,-0.0025
2014-11-26,"2,072.83","2,067.36","2,073.29","2,066.62",-,0.0028
2014-11-25,"2,067.03","2,070.15","2,074.21","2,064.75",-,-0.0012
2014-11-24,"2,069.41","2,065.07","2,070.17","2,065.07",-,0.0029
2014-11-21,"2,063.50","2,057.46","2,071.46","2,056.75",-,0.0052
2014-11-20,"2,052.75","2,045.87","2,053.84","2,040.49",-,0.002
2014-11-19,"2,048.72","2,051.16","2,052.14","2,040.37",-,-0.0015
2014-11-18,"2,051.80","2,041.48","2,056.08","2,041.48",-,0.0051
2014-11-17,"2,041.32","2,038.29","2,043.07","2,034.46",-,0.0007
2014-11-14,"2,039.82","2,039.74","2,042.22","2,035.20",-,0.0002
2014-11-13,"2,039.33","2,039.21","2,046.18","2,030.44",-,0.0005
2014-11-12,"2,038.25","2,037.75","2,040.33","2,031.95",-,-0.0007
2014-11-11,"2,039.68","2,038.20","2,041.28","2,035.28",-,0.0007
2014-11-10,"2,038.26","2,032.01","2,038.70","2,030.17",-,0.0031
2014-11-07,"2,031.92","2,032.36","2,034.26","2,025.07",-,0.0003
2014-11-06,"2,031.21","2,023.33","2,031.61","2,015.86",-,0.0038
2014-11-05,"2,023.57","2,015.29","2,023.77","2,014.42",-,0.0057
2014-11-04,"2,012.10","2,015.81","2,015.98","2,001.01",-,-0.0028
2014-11-03,"2,017.81","2,018.21","2,024.46","2,013.68",-,-0.0001
2014-10-31,"2,018.05","2,001.20","2,018.19","2,001.20",-,0.0117
2014-10-30,"1,994.65","1,979.49","1,999.40","1,974.75",-,0.0062
2014-10-29,"1,982.30","1,983.29","1,991.40","1,969.04",-,-0.0014
2014-10-28,"1,985.05","1,964.14","1,985.05","1,964.14",-,0.0119
2014-10-27,"1,961.63","1,962.97","1,964.64","1,951.37",-,-0.0015
2014-10-24,"1,964.58","1,951.59","1,965.27","1,946.27",-,0.0071
2014-10-23,"1,950.82","1,931.02","1,961.95","1,931.02",-,0.0123
2014-10-22,"1,927.11","1,941.29","1,949.31","1,926.83",-,-0.0073
2014-10-21,"1,941.28","1,909.38","1,942.45","1,909.38",-,0.0196
2014-10-20,"1,904.01","1,885.62","1,905.03","1,882.30",-,0.0091
2014-10-17,"1,886.76","1,864.91","1,898.16","1,864.91",-,0.0129
2014-10-16,"1,862.76","1,855.95","1,876.01","1,835.02",-,0.0001
2014-10-15,"1,862.49","1,874.18","1,874.18","1,820.66",-,-0.0081
2014-10-14,"1,877.70","1,877.11","1,898.71","1,871.79",-,0.0016
2014-10-13,"1,874.74","1,905.65","1,912.09","1,874.14",-,-0.0165
2014-10-10,"1,906.13","1,925.63","1,936.98","1,906.05",-,-0.0115
2014-10-09,"1,928.21","1,967.68","1,967.68","1,927.56",-,-0.0207
2014-10-08,"1,968.89","1,935.55","1,970.36","1,925.25",-,0.0175
2014-10-07,"1,935.10","1,962.36","1,962.36","1,934.87",-,-0.0151
2014-10-06,"1,964.82","1,970.01","1,977.84","1,958.43",-,-0.0016
2014-10-03,"1,967.90","1,948.12","1,971.19","1,948.12",-,0.0112
2014-10-02,"1,946.17","1,945.83","1,952.32","1,926.03",-,0
2014-10-01,"1,946.16","1,971.44","1,971.44","1,941.72",-,-0.0132
2014-09-30,"1,972.29","1,978.21","1,985.17","1,968.96",-,-0.0028
2014-09-29,"1,977.80","1,978.96","1,981.28","1,964.04",-,-0.0025
2014-09-26,"1,982.85","1,966.22","1,986.37","1,966.22",-,0.0086
2014-09-25,"1,965.99","1,997.32","1,997.32","1,965.99",-,-0.0162
2014-09-24,"1,998.30","1,983.34","1,999.79","1,978.63",-,0.0078
2014-09-23,"1,982.77","1,992.78","1,995.41","1,982.77",-,-0.0058
2014-09-22,"1,994.29","2,009.08","2,009.08","1,991.01",-,-0.008
2014-09-19,"2,010.40","2,012.74","2,019.26","2,006.59",-,-0.0005
2014-09-18,"2,011.36","2,003.07","2,012.34","2,003.07",-,0.0049
2014-09-17,"2,001.57","1,999.30","2,010.74","1,993.29",-,0.0013
2014-09-16,"1,998.98","1,981.93","2,002.28","1,979.06",-,0.0075
2014-09-15,"1,984.13","1,986.04","1,987.18","1,978.48",-,-0.0007
2014-09-12,"1,985.54","1,996.74","1,996.74","1,980.26",-,-0.006
2014-09-11,"1,997.45","1,992.85","1,997.65","1,985.93",-,0.0009
2014-09-10,"1,995.69","1,988.41","1,996.66","1,982.99",-,0.0036
2014-09-09,"1,988.44","2,000.73","2,001.01","1,984.61",-,-0.0065
2014-09-08,"2,001.54","2,007.17","2,007.17","1,995.60",-,-0.0031
2014-09-05,"2,007.71","1,998.00","2,007.71","1,990.10",-,0.005
2014-09-04,"1,997.65","2,001.67","2,011.17","1,992.54",-,-0.0015
2014-09-03,"2,000.72","2,003.57","2,009.28","1,998.14",-,-0.0008
2014-09-02,"2,002.28","2,004.07","2,006.12","1,994.85",-,-0.0005
2014-08-29,"2,003.37","1,998.45","2,003.38","1,994.65",-,0.0033
2014-08-28,"1,996.74","1,997.42","1,998.55","1,990.52",-,-0.0017
2014-08-27,"2,000.12","2,000.54","2,002.14","1,996.20",-,0
2014-08-26,"2,000.02","1,998.59","2,005.04","1,998.59",-,0.0011
2014-08-25,"1,997.92","1,991.74","2,001.95","1,991.74",-,0.0048
2014-08-22,"1,988.40","1,992.60","1,993.54","1,984.76",-,-0.002
2014-08-21,"1,992.37","1,986.82","1,994.76","1,986.82",-,0.0029
2014-08-20,"1,986.51","1,980.46","1,988.57","1,977.68",-,0.0025
2014-08-19,"1,981.60","1,972.73","1,982.57","1,972.73",-,0.005
2014-08-18,"1,971.74","1,958.36","1,971.99","1,958.36",-,0.0085
2014-08-15,"1,955.06","1,958.87","1,964.04","1,941.50",-,-0.0001
2014-08-14,"1,955.18","1,947.41","1,955.23","1,947.41",-,0.0043
2014-08-13,"1,946.72","1,935.60","1,948.41","1,935.60",-,0.0067
2014-08-12,"1,933.75","1,935.73","1,939.65","1,928.29",-,-0.0016
2014-08-11,"1,936.92","1,933.43","1,944.90","1,933.43",-,0.0028
2014-08-08,"1,931.59","1,910.35","1,932.38","1,909.01",-,0.0115
2014-08-07,"1,909.57","1,923.03","1,928.89","1,904.78",-,-0.0056
2014-08-06,"1,920.24","1,917.29","1,927.91","1,911.45",-,0
2014-08-05,"1,920.21","1,936.34","1,936.34","1,913.77",-,-0.0097
2014-08-04,"1,938.99","1,926.62","1,942.92","1,921.20",-,0.0072
2014-08-01,"1,925.15","1,929.80","1,937.35","1,916.37",-,-0.0029
2014-07-31,"1,930.67","1,965.14","1,965.14","1,930.67",-,-0.02
2014-07-30,"1,970.07","1,973.21","1,978.90","1,962.42",-,0.0001
2014-07-29,"1,969.95","1,980.03","1,984.85","1,969.95",-,-0.0045
2014-07-28,"1,978.91","1,978.25","1,981.52","1,967.31",-,0.0003
2014-07-25,"1,978.34","1,984.60","1,984.60","1,974.37",-,-0.0048
2014-07-24,"1,987.98","1,988.07","1,991.39","1,985.79",-,0.0005
2014-07-23,"1,987.01","1,985.32","1,989.23","1,982.44",-,0.0018
2014-07-22,"1,983.53","1,975.65","1,986.24","1,975.65",-,0.005
2014-07-21,"1,973.63","1,976.93","1,976.93","1,965.77",-,-0.0023
2014-07-18,"1,978.22","1,961.54","1,979.91","1,960.82",-,0.0103
2014-07-17,"1,958.12","1,979.75","1,981.80","1,955.59",-,-0.0118
2014-07-16,"1,981.57","1,976.35","1,983.94","1,975.67",-,0.0042
2014-07-15,"1,973.28","1,977.36","1,982.52","1,965.34",-,-0.0019
2014-07-14,"1,977.10","1,969.86","1,979.85","1,969.86",-,0.0048
2014-07-11,"1,967.57","1,965.76","1,968.67","1,959.63",-,0.0015
2014-07-10,"1,964.68","1,966.67","1,969.84","1,952.86",-,-0.0041
2014-07-09,"1,972.83","1,965.10","1,974.15","1,965.10",-,0.0046
2014-07-08,"1,963.71","1,976.39","1,976.39","1,959.46",-,-0.007
2014-07-07,"1,977.65","1,984.22","1,984.22","1,974.88",-,-0.0039
2014-07-03,"1,985.44","1,975.88","1,985.59","1,975.88",-,0.0055
2014-07-02,"1,974.62","1,973.06","1,976.67","1,972.58",-,0.0007
2014-07-01,"1,973.32","1,962.29","1,978.58","1,962.29",-,0.0067
2014-06-30,"1,960.23","1,960.79","1,964.24","1,958.22",-,-0.0004
2014-06-27,"1,960.96","1,956.56","1,961.47","1,952.18",-,0.0019
2014-06-26,"1,957.22","1,959.89","1,959.89","1,944.69",-,-0.0012
2014-06-25,"1,959.53","1,949.27","1,960.83","1,947.49",-,0.0049
2014-06-24,"1,949.98","1,961.97","1,968.17","1,948.34",-,-0.0064
2014-06-23,"1,962.61","1,962.92","1,963.74","1,958.89",-,-0.0001
2014-06-20,"1,962.87","1,960.45","1,963.91","1,959.17",-,0.0017
2014-06-19,"1,959.48","1,957.50","1,959.87","1,952.26",-,0.0013
2014-06-18,"1,956.98","1,942.73","1,957.74","1,939.29",-,0.0077
2014-06-17,"1,941.99","1,937.15","1,943.69","1,933.55",-,0.0022
2014-06-16,"1,937.78","1,934.84","1,941.15","1,930.91",-,0.0008
2014-06-13,"1,936.16","1,930.80","1,937.30","1,927.69",-,0.0031
2014-06-12,"1,930.11","1,943.35","1,943.35","1,925.78",-,-0.0071
2014-06-11,"1,943.89","1,949.37","1,949.37","1,940.08",-,-0.0035
2014-06-10,"1,950.79","1,950.34","1,950.86","1,944.64",-,-0.0002
2014-06-09,"1,951.27","1,948.97","1,955.55","1,947.16",-,0.0009
2014-06-06,"1,949.44","1,942.41","1,949.44","1,942.41",-,0.0046
2014-06-05,"1,940.46","1,928.52","1,941.74","1,922.93",-,0.0065
2014-06-04,"1,927.88","1,923.06","1,928.63","1,918.60",-,0.0019
2014-06-03,"1,924.24","1,923.07","1,925.07","1,918.79",-,-0.0004
2014-06-02,"1,924.97","1,923.87","1,925.88","1,915.98",-,0.0007
2014-05-30,"1,923.57","1,920.33","1,924.03","1,916.64",-,0.0018
2014-05-29,"1,920.03","1,910.60","1,920.03","1,909.82",-,0.0054
2014-05-28,"1,909.78","1,911.77","1,914.46","1,907.30",-,-0.0011
2014-05-27,"1,911.91","1,902.01","1,912.28","1,902.01",-,0.006
2014-05-23,"1,900.53","1,893.32","1,901.26","1,893.32",-,0.0042
2014-05-22,"1,892.49","1,888.19","1,896.33","1,885.39",-,0.0024
2014-05-21,"1,888.03","1,873.34","1,888.80","1,873.34",-,0.0081
2014-05-20,"1,872.83","1,884.88","1,884.88","1,868.14",-,-0.0065
2014-05-19,"1,885.08","1,876.66","1,886.00","1,872.42",-,0.0038
